"","name","iso","c","y","Region","var","latest","Circumstances","Gini","MLD","Sample","Gini_trees_exante","MLD_trees_exante","Gini_trees_exante_rel","MLD_trees_exante_rel","Gini_rforest_exante","MLD_rforest_exante","Gini_rforest_exante_rel","MLD_rforest_exante_rel","abs_gini_deb","sd_abs_gini_deb","rel_gini_deb","sd_rel_gini_deb","Gini_trees_expost","MLD_trees_expost","Gini_trees_expost_rel","MLD_trees_expost_rel"
"132","Peru","PER","PER","2008","LATAM","Income",0,"all",0.4471,0.3777,25287,0.2816,0.1283,62.9836725564751,33.9687582737622,0.2864,0.132,64.0572578841422,34.9483717235902,0.3852,0.003,86.15,0.62,0.3085,0.1649,69.0002236636099,43.6589886153032
"133","Peru","PER","PER","2009","LATAM","Income",0,"all",0.4472,0.3739,26016,0.2784,0.1243,62.2540250447227,33.2441829366141,0.2797,0.1254,62.5447227191413,33.5383792457877,0.3826,0.0032,85.55,0.64,0.2969,0.1527,66.3908765652952,40.8397967370955
"134","Peru","PER","PER","2010","LATAM","Income",0,"all",0.4411,0.3587,25270,0.2646,0.1113,59.986397642258,31.0287148034569,0.2676,0.1132,60.6665155293584,31.5584053526624,0.3699,0.0033,83.86,0.68,0.289,0.142,65.5180231240082,39.5873989406189
"135","Peru","PER","PER","2011","LATAM","Income",0,"all",0.4366,0.3528,28610,0.2576,0.1058,59.0013742556115,29.9886621315193,0.2547,0.1025,58.3371507100321,29.0532879818594,0.3472,0.0031,79.52,0.81,0.2853,0.1449,65.3458543289052,41.0714285714286
"136","Peru","PER","PER","2012","LATAM","Income",0,"all",0.4279,0.3417,29545,0.2517,0.1011,58.8221547090442,29.5873573309921,0.2534,0.1021,59.2194437952793,29.880011706175,0.3624,0.0028,84.69,0.7,0.2804,0.137,65.5293292825426,40.0936494000585
"137","Peru","PER","PER","2013","LATAM","Income",0,"all",0.4255,0.3351,34717,0.2473,0.0988,58.1198589894242,29.4837361981498,0.256,0.1042,60.1645123384254,31.0951954640406,0.342,0.0025,80.37,0.59,0.2799,0.131,65.7814336075206,39.09280811698
"138","Peru","PER","PER","2014","LATAM","Income",0,"all",0.4156,0.3182,34532,0.2524,0.1025,60.7314725697786,32.2124450031427,0.2593,0.1065,62.3917228103946,33.4695160276556,0.3413,0.0024,82.12,0.59,0.2844,0.134,68.4311838306063,42.1118793211816
"139","Peru","PER","PER","2015","LATAM","Income",1,"all",0.4225,0.327,34607,0.2604,0.1092,61.6331360946746,33.394495412844,0.2673,0.113,63.2662721893491,34.5565749235474,0.3441,0.0025,81.44,0.63,0.2865,0.1361,67.810650887574,41.6207951070336
"140","Poland","POL","PL","2005","Europe","Income",0,"all",0.3573,0.2362,24921,0.1329,0.0286,37.1956339210747,12.108382726503,0.1251,0.0257,35.0125944584383,10.8806096528366,0.1886,0.003,52.78,0.7,0.1276,0.0313,35.7122865938987,13.2514817950889
"141","Poland","POL","PL","2011","Europe","Income",0,"all",0.3144,0.1777,14602,0.0926,0.0142,29.4529262086514,7.99099606077659,0.0966,0.015,30.7251908396947,8.4411930219471,0.1578,0.0034,50.2,1.09,0.0995,0.0181,31.647582697201,10.1857062464828
"142","Poland","POL","PL","2019","Europe","Income",1,"all",0.2818,0.1465,17227,0.0844,0.0112,29.9503193754436,7.64505119453925,0.0882,0.0122,31.2987934705465,8.32764505119454,0.1359,0.0026,48.23,1,0.0925,0.0134,32.8246983676366,9.14675767918089
"143","Portugal","PRT","PT","2005","Europe","Income",0,"all",0.3775,0.2507,7453,0.1786,0.0554,47.3112582781457,22.098125249302,0.1861,0.0577,49.2980132450331,23.0155564419625,0.231,0.0057,61.18,1.23,0.1804,0.055,47.7880794701987,21.9385719984045
"144","Portugal","PRT","PT","2011","Europe","Income",0,"all",0.3367,0.1967,6121,0.1334,0.0314,39.6198396198396,15.9633960345704,0.1465,0.0355,43.5105435105435,18.047788510422,0.2013,0.0048,59.8,1.45,0.1406,0.0336,41.7582417582418,17.0818505338078
"145","Portugal","PRT","PT","2019","Europe","Income",1,"all",0.3059,0.1724,15867,0.1184,0.0243,38.705459300425,14.0951276102088,0.1347,0.03,44.0339980385747,17.4013921113689,0.1963,0.0029,64.17,1.33,0.1354,0.0301,44.2628309905198,17.4593967517401
"146","Romania","ROU","RO","2011","Europe","Income",0,"all",0.3383,0.2167,6561,0.1509,0.0383,44.6053798403784,17.6742039686202,0.1443,0.0337,42.654448714159,15.5514536225196,0.221,0.0047,65.31,1.46,0.1751,0.0518,51.7587939698493,23.9040147669589
"147","Romania","ROU","RO","2019","Europe","Income",1,"all",0.3406,0.2328,7955,0.1507,0.0383,44.2454492072813,16.4518900343643,0.1436,0.0326,42.1608925425719,14.0034364261168,0.1753,0.004,51.45,1.38,0.198,0.0741,58.1327069876688,31.8298969072165
"148","Senegal","SEN","SEN","2018","Africa","Consumption",1,"all",0.3144,0.1597,10307,0.1069,0.0279,34.001272264631,17.4702567313713,0.093,0.0219,29.5801526717557,13.7132122730119,0.1108,0.0045,35.24,1.31,0.1023,0.0245,32.5381679389313,15.3412648716343
"149","Sierra Leone","SLE","SRL","2011","Africa","Consumption",0,"all",0.3116,0.1583,1678,0.1424,0.0384,45.6996148908857,24.2577384712571,0.171,0.0474,54.8780487804878,29.943145925458,0.2383,0.0088,76.42,2.1,0.1591,0.0418,51.0590500641849,26.4055590650663
"150","Sierra Leone","SLE","SRL","2018","Africa","Consumption",1,"all",0.3106,0.1583,10947,0.137,0.0348,44.1081777205409,21.9835754895768,0.1369,0.0358,44.0759819703799,22.6152874289324,0.1822,0.0047,58.66,1.57,0.1436,0.0357,46.2330972311655,22.5521162349968
"151","Slovakia","SVK","SK","2005","Europe","Income",0,"all",0.2719,0.1326,7665,0.0773,0.0096,28.4295696947407,7.23981900452489,0.0842,0.0114,30.9672673777124,8.5972850678733,0.077,0.0048,28.32,1.5,0.0733,0.0095,26.9584406031629,7.16440422322775
"152","Slovakia","SVK","SK","2011","Europe","Income",0,"all",0.2637,0.1325,7190,0.0639,0.0068,24.2320819112628,5.13207547169811,0.064,0.0064,24.2700037921881,4.83018867924528,0.0777,0.0036,29.47,1.34,0.0646,0.0082,24.4975350777399,6.18867924528302
"153","Slovakia","SVK","SK","2019","Europe","Income",1,"all",0.2324,0.1072,6955,0.0702,0.0093,30.2065404475043,8.67537313432836,0.0746,0.0092,32.0998278829604,8.58208955223881,0.073,0.003,31.4,1.38,0.0862,0.0169,37.0912220309811,15.7649253731343
"154","Slovenia","SVN","SI","2005","Europe","Income",0,"all",0.2505,0.1194,6096,0.0947,0.0148,37.8043912175649,12.3953098827471,0.0947,0.0147,37.8043912175649,12.3115577889447,0.0556,0.0037,22.21,1.78,0.0998,0.0165,39.8403193612774,13.8190954773869
"155","Slovenia","SVN","SI","2011","Europe","Income",0,"all",0.2602,0.1236,5180,0.0726,0.0086,27.9016141429669,6.957928802589,0.0815,0.0105,31.3220599538816,8.49514563106796,0.09,0.0042,34.58,1.89,0.0689,0.008,26.4796310530361,6.47249190938511
"156","Slovenia","SVN","SI","2019","Europe","Income",1,"all",0.249,0.1103,7462,0.0819,0.0112,32.8915662650602,10.1541251133273,0.0865,0.0119,34.7389558232932,10.7887579329103,0.0524,0.0033,21.04,1.7,0.0915,0.0134,36.7469879518072,12.1486854034451
"157","Sweden","SWE","SE","2019","Europe","Income",1,"all",0.2755,0.166,2919,0.1041,0.0271,37.7858439201452,16.3253012048193,0.0938,0.0166,34.0471869328494,10,0.0158,0.0172,5.74,4.47,0.0994,0.0207,36.0798548094374,12.4698795180723
"158","Togo","TGO","TGO","2018","Africa","Consumption",1,"all",0.3815,0.2422,9552,0.1644,0.0442,43.0930537352556,18.2493806771263,0.1513,0.0373,39.6592398427261,15.4004954582989,0.1649,0.0049,43.23,1.05,0.152,0.0367,39.8427260812582,15.1527663088357
"159","Tajikistan","TJK","TJK","2016","Asia + Oceania","Income",1,"all",0.3427,0.1961,1110,0.059,0.007,17.2162241027137,3.56960734319225,0.0916,0.0136,26.7289174204844,6.93523712391637,0.0706,0.0183,20.6,5.21,0.0631,0.011,18.4126057776481,5.60938296787353
"160","Timor Leste","TLS","TIM","2007","Asia + Oceania","Consumption",0,"all",0.293,0.1391,9438,0.1021,0.0184,34.8464163822526,13.2278936017254,0.0896,0.0144,30.580204778157,10.352264557872,0.1043,0.0057,35.6,1.65,0.1058,0.0182,36.1092150170648,13.0841121495327
"161","Timor Leste","TLS","TIM","2014","Asia + Oceania","Consumption",1,"all",0.3177,0.1656,12618,0.0977,0.0167,30.7522820270696,10.0845410628019,0.0876,0.014,27.5731822474032,8.45410628019324,0.0954,0.0051,30.01,1.47,0.0962,0.0153,30.2801384954359,9.23913043478261
"162","Tanzania","TZA","TZN","2009","Africa","Consumption",0,"all",0.3582,0.2107,4435,0.1494,0.0396,41.7085427135678,18.7944945420029,0.1726,0.048,48.1853713009492,22.781205505458,0.1215,0.007,33.91,2.43,0.1576,0.0423,43.9977666108319,20.0759373516849
"163","Tanzania","TZA","TZN","2011","Africa","Consumption",0,"all",0.3765,0.236,4521,0.1759,0.0501,46.7197875166003,21.228813559322,0.1959,0.0609,52.0318725099602,25.8050847457627,0.1207,0.0073,32.05,2.77,0.1826,0.0522,48.4993359893758,22.1186440677966
"164","Tanzania","TZA","TZN","2013","Africa","Consumption",1,"all",0.3731,0.2348,4222,0.1616,0.0452,43.3127847761994,19.2504258943782,0.1726,0.0467,46.2610560171536,19.8892674616695,0.147,0.0066,39.4,2.02,0.1709,0.0462,45.805414098097,19.6763202725724
"165","Uganda","UGA","UGA","2010","Africa","Consumption",0,"all",0.4165,0.2925,4632,0.2259,0.0924,54.2376950780312,31.5897435897436,0.2274,0.0856,54.5978391356543,29.2649572649573,0.2831,0.0064,67.97,1.34,0.2244,0.086,53.8775510204082,29.4017094017094
"166","Uganda","UGA","UGA","2011","Africa","Consumption",0,"all",0.4671,0.3817,5009,0.265,0.1271,56.7330336116463,33.2984018862981,0.255,0.1097,54.592164418754,28.7398480482054,0.2627,0.0189,56.23,3.08,0.2587,0.1122,55.3842860201242,29.3948126801153
"167","Uganda","UGA","UGA","2012","Africa","Consumption",0,"all",0.4453,0.3355,5927,0.2225,0.0821,49.9663148439255,24.4709388971684,0.2573,0.1074,57.7812710532225,32.0119225037258,0.2794,0.0121,62.73,4.75,0.242,0.0951,54.3453851336178,28.3457526080477
"168","Uganda","UGA","UGA","2014","Africa","Consumption",1,"all",0.3712,0.2285,4430,0.1666,0.0513,44.8814655172414,22.4507658643326,0.1781,0.0531,47.979525862069,23.2385120350109,0.19,0.0069,51.18,1.57,0.1769,0.0559,47.65625,24.4638949671772
"169","United States of America","USA","USA","1970","North America","Income",0,"all",0.3003,0.1592,4112,0.1225,0.0258,40.7925407925408,16.2060301507538,0.1345,0.0301,44.7885447885448,18.9070351758794,0.1234,0.006,41.08,1.61,0.1366,0.0324,45.4878454878455,20.3517587939699
"170","United States of America","USA","USA","1972","North America","Income",0,"all",0.3045,0.1661,4524,0.1275,0.0269,41.871921182266,16.1950632149308,0.1393,0.0319,45.7471264367816,19.205298013245,0.1312,0.0058,43.07,1.55,0.1389,0.0336,45.615763546798,20.2287778446719
"171","United States of America","USA","USA","1974","North America","Income",0,"all",0.2987,0.1552,4842,0.1215,0.0243,40.6762638098427,15.6572164948454,0.131,0.0278,43.8567124204888,17.9123711340206,0.1211,0.0058,40.53,1.57,0.1247,0.0271,41.747572815534,17.4613402061856
"172","United States of America","USA","USA","1976","North America","Income",0,"all",0.2929,0.1517,5068,0.1114,0.0209,38.0334585182656,13.7771918259723,0.1202,0.0239,41.0378968931376,15.7547791694133,0.1107,0.0052,37.79,1.49,0.1174,0.0241,40.0819392284056,15.8866183256427
"173","United States of America","USA","USA","1978","North America","Income",0,"all",0.2938,0.1516,5253,0.1064,0.0198,36.215112321307,13.0606860158311,0.1183,0.0233,40.2654867256637,15.3693931398417,0.1084,0.0056,36.9,1.58,0.1174,0.0237,39.9591558883594,15.6332453825858
"174","United States of America","USA","USA","1980","North America","Income",0,"all",0.3281,0.1923,5470,0.1057,0.0218,32.215787869552,11.3364534581383,0.1324,0.0286,40.3535507467236,14.8725949037962,0.1162,0.0124,35.4,2.87,0.1411,0.0352,43.0051813471503,18.3047321892876
"175","United States of America","USA","USA","1982","North America","Income",0,"all",0.3172,0.1787,5662,0.1283,0.0279,40.4476670870113,15.6127588136542,0.1371,0.0306,43.2219419924338,17.123670956911,0.1318,0.0059,41.56,1.48,0.1305,0.03,41.141235813367,16.7879127028539
"176","United States of America","USA","USA","1984","North America","Income",0,"all",0.3449,0.2136,5794,0.1325,0.0312,38.4169324441867,14.6067415730337,0.1462,0.0351,42.3890982893592,16.4325842696629,0.1399,0.0078,40.54,1.78,0.1384,0.0335,40.127573209626,15.6835205992509
"177","United States of America","USA","USA","1986","North America","Income",0,"all",0.345,0.2105,5803,0.1513,0.0379,43.8550724637681,18.0047505938242,0.1549,0.039,44.8985507246377,18.5273159144893,0.1498,0.0069,43.41,1.52,0.147,0.037,42.6086956521739,17.5771971496437
"178","United States of America","USA","USA","1988","North America","Income",0,"all",0.3892,0.2696,5950,0.1633,0.0479,41.9578622816033,17.7670623145401,0.1733,0.0505,44.5272353545735,18.7314540059347,0.162,0.0129,41.61,2.42,0.1641,0.0476,42.1634121274409,17.6557863501484
"179","United States of America","USA","USA","1990","North America","Income",0,"all",0.3653,0.2357,6092,0.1486,0.0373,40.678894059677,15.8252015273653,0.1593,0.0415,43.6079934300575,17.6071277047094,0.1492,0.008,40.82,1.68,0.1469,0.037,40.2135231316726,15.6979210861264
"180","United States of America","USA","USA","1992","North America","Income",0,"all",0.3762,0.2593,6189,0.142,0.0347,37.745879851143,13.3821827998457,0.1559,0.0411,41.4407230196704,15.8503663709988,0.1394,0.0094,37.05,1.99,0.1534,0.0433,40.776182881446,16.6988044735827
"181","United States of America","USA","USA","1994","North America","Income",0,"all",0.3792,0.2691,6810,0.1421,0.0342,37.4736286919831,12.7090301003345,0.1606,0.0425,42.3523206751055,15.7933853586027,0.1428,0.009,37.66,1.89,0.1781,0.0813,46.9672995780591,30.2118171683389
"182","United States of America","USA","USA","1996","North America","Income",0,"all",0.3673,0.2562,6344,0.1493,0.0379,40.6479716852709,14.7931303669009,0.1637,0.0446,44.5684726381704,17.408274785324,0.1532,0.0073,41.7,1.56,0.1623,0.0505,44.1873128233052,19.7111631537861
"183","United States of America","USA","USA","1998","North America","Income",0,"all",0.392,0.2964,6707,0.1302,0.0366,33.2142857142857,12.3481781376518,0.1698,0.0497,43.3163265306122,16.7678812415655,0.1486,0.0148,37.9,2.83,0.195,0.0856,49.7448979591837,28.8798920377868
"184","United States of America","USA","USA","2000","North America","Income",0,"all",0.3844,0.2684,6599,0.149,0.038,38.7617065556712,14.1579731743666,0.1699,0.047,44.1987513007284,17.5111773472429,0.1537,0.0086,39.97,1.75,0.1577,0.0462,41.0249739854318,17.2131147540984
"185","United States of America","USA","USA","2002","North America","Income",0,"all",0.3951,0.2967,6787,0.1609,0.0445,40.723867375348,14.9983147960903,0.1894,0.0592,47.9372310807391,19.9528142905292,0.1684,0.015,42.62,2.71,0.1922,0.0792,48.6459124272336,26.6936299292214
"186","United States of America","USA","USA","2004","North America","Income",0,"all",0.4061,0.3083,8217,0.1497,0.0418,36.8628416646146,13.5582225105417,0.1753,0.051,43.1667077074612,16.5423289004217,0.1512,0.013,37.22,2.45,0.2001,0.0903,49.2735779364688,29.2896529354525
"187","United States of America","USA","USA","2006","North America","Income",0,"all",0.4306,0.3688,8289,0.1675,0.0473,38.8992104040873,12.8253796095445,0.1766,0.0513,41.0125406409661,13.909978308026,0.1603,0.0107,37.22,1.95,0.1923,0.1077,44.6586158848119,29.2028199566161
"188","United States of America","USA","USA","2008","North America","Income",0,"all",0.4029,0.3046,8478,0.1525,0.0386,37.8505832712832,12.6723571897571,0.1649,0.0445,40.9282700421941,14.6093237032173,0.1468,0.0101,36.43,1.96,0.1801,0.0764,44.7009183420204,25.0820748522653
"189","United States of America","USA","USA","2010","North America","Income",0,"all",0.3996,0.3059,8346,0.1581,0.0441,39.5645645645646,14.4164759725401,0.1663,0.0452,41.6166166166166,14.7760706113109,0.1562,0.0084,39.08,1.63,0.1679,0.0571,42.017017017017,18.6662307943772
"190","United States of America","USA","USA","2012","North America","Income",0,"all",0.3998,0.3057,8164,0.1593,0.0426,39.8449224612306,13.9352306182532,0.17,0.0473,42.5212606303152,15.4726856395159,0.1676,0.0094,41.91,1.76,0.1801,0.1126,45.047523761881,36.8334968923781
"191","United States of America","USA","USA","2014","North America","Income",1,"all",0.3948,0.2902,7769,0.1502,0.0393,38.0445795339412,13.5423845623708,0.1641,0.0441,41.565349544073,15.1964162646451,0.1568,0.007,39.71,1.46,0.1645,0.0536,41.6666666666667,18.4700206753963
"192","Uzbekistan","UZB","UZB","2016","Asia + Oceania","Income",1,"all",0.4925,0.4148,1139,0.1069,0.0229,21.7055837563452,5.52073288331726,0.2004,0.062,40.6903553299492,14.946962391514,0.1696,0.0496,34.41,8.2,0.1423,0.0407,28.8934010152284,9.81195756991321
"193","South Africa","ZAF","ZAF","2008","Africa","Income",0,"all",0.6475,0.8389,6156,0.4498,0.3476,69.4671814671815,41.4352127786387,0.4787,0.3849,73.9305019305019,45.8815115031589,0.5807,0.0084,89.67,1.27,0.5334,0.5335,82.3783783783784,63.5951841697461
"194","South Africa","ZAF","ZAF","2012","Africa","Income",0,"all",0.6174,0.7115,5392,0.4058,0.2874,65.7272432782637,40.3935347856641,0.4299,0.3006,69.6307094266278,42.2487702037948,0.537,0.0109,86.96,1.69,0.4787,0.4048,77.5348234531908,56.8938861560084
"195","South Africa","ZAF","ZAF","2015","Africa","Income",0,"all",0.5737,0.5986,5840,0.3677,0.2273,64.092731392714,37.9719345138657,0.3849,0.2416,67.0908140142932,40.360841964584,0.4681,0.0112,81.58,1.39,0.385,0.2479,67.1082447272093,41.4132976946208
"196","South Africa","ZAF","ZAF","2017","Africa","Income",1,"all",0.6098,0.6903,7460,0.4154,0.2879,68.1206953099377,41.7065044183688,0.468,0.3597,76.7464742538537,52.1077792264233,0.5286,0.0108,86.67,1.21,0.4955,0.4131,81.2561495572319,59.8435462842243
